,index,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
700,0,602,602 Marianna (A906 DJ),09:57,11:16,12:35,02:37,23:21:43,"+13 01'02""",12.6,2.31,1.62,122.08,97.51,-44.31,20231116
701,1,678,678 Fredegundis (A909 BQ),10:54,11:50,12:46,01:51,23:55:46,"+10 04'27""",12.5,2.02,1.24,129.40,103.7,-50.45,20231116
702,2,639,639 Latona (A907 OA),11:12,13:04,14:57,03:45,01:10:09,"+20 01'21""",12.6,2.76,1.87,148.80,124.1,-42.79,20231116
703,3,123,123 Brunhild (A872 OB),11:23,13:14,15:06,03:42,01:20:26,"+19 37'48""",12.5,2.42,1.51,151.20,126.2,-42.89,20231116
704,4,135,135 Hertha (A874 DA),12:05,13:20,14:34,02:29,01:25:35,"+12 24'31""",11.4,2.19,1.27,151.23,124.6,-49.79,20231116
705,5,122,122 Gerda (A872 OA),12:51,13:32,14:13,01:21,01:37:57,"+08 46'09""",12.7,3.25,2.34,152.86,125.7,-52.58,20231116
706,6,127,127 Johanna (A872 VB),12:28,13:56,15:24,02:55,02:02:12,"+14 32'59""",12.5,2.73,1.77,160.38,133.5,-45.15,20231116
707,7,509,509 Iolanda (A903 HD),12:48,13:57,15:06,02:18,02:02:43,"+11 38'47""",12.5,2.79,1.84,159.59,132.4,-47.78,20231116
708,8,595,595 Polyxena (A906 FL),12:04,14:02,16:00,03:55,02:08:19,"+21 28'17""",12.8,3.23,2.27,162.36,137.4,-38.19,20231116
709,9,21,21 Lutetia (A852 VA),13:15,14:18,15:21,02:06,02:24:18,"+10 54'43""",10.4,2.26,1.29,164.03,136.7,-46.05,20231116
710,10,93,93 Minerva (A867 QA),12:25,14:33,16:41,04:15,02:39:03,"+24 45'31""",12.1,2.96,1.98,168.16,145.1,-32.23,20231116
711,11,119,119 Althaea (A872 GA),13:25,14:34,15:44,02:19,02:40:38,"+11 44'11""",11.5,2.40,1.42,167.85,140.6,-43.23,20231116
712,12,132,132 Aethra (A873 LA),12:16,14:47,17:18,05:01,02:53:32,"+36 40'22""",12.3,2.45,1.49,160.77,149.0,-20.27,20231116
713,13,139,139 Juewa (A874 TA),12:44,15:07,17:31,04:46,03:13:43,"+31 25'48""",12.2,2.91,1.94,166.94,153.5,-22.58,20231116
714,14,241,241 Germania (A884 RA),13:04,15:08,17:12,04:07,03:14:32,"+23 22'35""",11.7,2.87,1.89,174.81,152.6,-29.07,20231116
715,15,409,409 Aspasia (A895 XC),13:12,15:09,17:06,03:54,03:15:33,"+21 16'25""",11.3,2.76,1.77,176.81,152.2,-30.62,20231116
716,16,154,154 Bertha (A875 VD),12:57,15:13,17:29,04:31,03:19:38,"+27 54'49""",12.6,3.40,2.42,170.59,154.6,-24.73,20231116
717,17,90,90 Antiope (A866 TA),13:35,15:18,17:01,03:26,03:24:11,"+17 39'11""",12.7,3.13,2.14,179.03,152.7,-32.17,20231116
718,18,144,144 Vibilia (A875 LA),13:52,15:25,16:58,03:05,03:31:12,"+15 27'58""",10.3,2.14,1.15,176.29,153.1,-32.70,20231116
719,19,895,895 Helio (A918 NA),12:58,15:31,18:04,05:05,03:37:20,"+38 53'19""",12.4,2.78,1.83,159.38,156.8,-13.71,20231116
720,20,363,363 Padua (A893 FD),13:59,15:47,17:36,03:37,03:53:52,"+19 01'24""",12.6,2.63,1.65,172.54,159.6,-26.39,20231116
721,21,481,481 Emita (A902 CB),14:07,15:49,17:30,03:22,03:55:02,"+17 18'25""",11.6,2.31,1.32,172.15,159.0,-27.39,20231116
722,22,182,182 Elsa (A878 CC),14:09,15:50,17:31,03:22,03:56:15,"+17 13'14""",11.0,1.96,0.980,171.85,159.2,-27.25,20231116
723,23,24,24 Themis (A853 GA),13:57,15:53,17:50,03:52,03:59:52,"+20 59'50""",11.6,3.08,2.10,170.85,161.7,-24.00,20231116
724,24,70,70 Panopaea (A861 JA),13:54,16:02,18:11,04:17,04:08:40,"+25 02'12""",12.1,2.76,1.79,167.45,165.0,-19.72,20231116
725,25,503,503 Evelyn (A903 BL),14:12,16:02,17:53,03:41,04:08:48,"+19 31'15""",12.4,2.38,1.41,168.99,162.9,-23.50,20231116
726,26,65,65 Cybele (A861 EB),14:31,16:08,17:45,03:14,04:14:37,"+16 23'44""",12.4,3.82,2.85,167.37,162.2,-24.56,20231116
727,27,113,113 Amalthea (A871 EA),14:45,16:09,17:32,02:46,04:15:08,"+13 47'22""",11.9,2.53,1.56,166.49,160.4,-26.15,20231116
728,28,346,346 Hermentaria (A892 WC),14:53,16:20,17:47,02:53,04:26:07,"+14 24'20""",10.9,2.56,1.59,164.19,162.6,-23.70,20231116
729,29,306,306 Unitas (A891 EA),15:29,16:21,17:12,01:42,04:27:04,"+09 38'56""",12.1,2.43,1.47,162.01,158.8,-26.43,20231116
730,30,358,358 Apollonia (A893 EC),14:51,16:28,18:05,03:14,04:34:24,"+16 23'30""",12.5,2.44,1.48,162.71,165.4,-20.90,20231116
731,31,95,95 Arethusa (A867 WA),14:34,16:32,18:31,03:56,04:38:42,"+21 41'41""",11.8,2.64,1.68,161.82,169.9,-16.79,20231116
732,32,347,347 Pariana (A892 WD),15:00,16:32,18:03,03:03,04:38:07,"+15 15'20""",12.9,2.69,1.73,161.61,165.0,-20.89,20231116
733,33,758,758 Mancunia (A912 KB),14:58,16:35,18:13,03:14,04:41:49,"+16 24'33""",12.4,2.72,1.76,160.96,166.5,-19.48,20231116
734,34,480,480 Hansa (A901 KB),14:59,16:42,18:24,03:24,04:48:23,"+17 31'41""",11.9,2.53,1.58,159.55,168.2,-17.55,20231116
735,35,317,317 Roxane (A891 RD),15:08,17:00,18:52,03:43,05:06:12,"+19 51'07""",12.9,2.26,1.33,155.48,172.0,-12.78,20231116
736,36,160,160 Una (A876 DA),14:55,17:12,19:29,04:33,05:18:40,"+28 21'20""",12.9,2.55,1.64,151.67,178.8,-5.56,20231116
737,37,498,498 Tokio (A902 XA),15:42,17:20,18:58,03:16,05:26:58,"+16 34'21""",12.7,2.53,1.63,150.28,168.6,-10.50,20231116
738,38,210,210 Isabella (A879 VA),15:06,17:23,19:40,04:34,05:29:25,"+28 30'33""",13.0,2.41,1.50,149.33,176.6,-3.52,20231116
739,39,389,389 Industria (A894 EE),15:06,17:25,19:44,04:37,05:31:58,"+29 19'37""",12.1,2.68,1.78,148.61,175.8,-2.60,20231116
740,40,159,159 Aemilia (A876 BA),16:06,17:41,19:16,03:09,05:47:41,"+15 52'35""",12.8,2.84,1.97,145.26,166.0,-6.63,20231116
741,41,704,704 Interamnia (A910 TC),15:37,18:02,20:27,04:50,06:08:49,"+32 46'39""",10.8,2.79,1.95,140.19,167.2,5.94,20231116
742,42,37,37 Fides (A855 TB),15:47,18:03,20:20,04:32,06:10:01,"+28 06'36""",10.5,2.18,1.32,140.55,167.8,3.94,20231116
743,43,488,488 Kreusa (A902 MC),16:01,18:03,20:04,04:02,06:09:31,"+22 32'55""",12.7,3.01,2.17,140.80,166.6,1.16,20231116
744,44,776,776 Berbericia (A914 BE),16:12,18:16,20:20,04:08,06:22:50,"+23 32'31""",11.7,2.60,1.78,137.77,164.1,4.33,20231116
745,45,4,4 Vesta (A807 FA),16:33,18:22,20:12,03:39,06:29:16,"+19 15'04""",7.19,2.57,1.77,135.93,161.0,3.68,20231116
746,46,9,9 Metis (A848 HA),16:18,18:26,20:33,04:15,06:32:22,"+24 39'27""",9.39,2.09,1.27,135.63,162.3,6.77,20231116
747,47,48,48 Doris (A857 SA),17:11,18:37,20:03,02:52,06:43:31,"+14 15'08""",12.0,2.91,2.15,131.72,155.4,4.45,20231116
748,48,5,5 Astraea (A845 XA),17:07,18:43,20:18,03:10,06:49:24,"+15 55'57""",10.6,2.26,1.49,130.67,155.2,6.47,20231116
749,49,92,92 Undina (A867 NA),17:44,19:40,21:35*,02:54,07:46:35,"+20 43'46""",12.5,3.33,2.75,118.20,144.8,20.80,20231116
750,0,602,602 Marianna (A906 DJ),09:54,11:12,12:31,02:37,23:22:02,"+13 01'58""",12.6,2.31,1.63,121.20,84.76,-44.33,20231117
751,1,678,678 Fredegundis (A909 BQ),10:51,11:46,12:42,01:50,23:56:06,"+10 01'23""",12.5,2.02,1.25,128.48,90.51,-50.52,20231117
752,2,639,639 Latona (A907 OA),11:08,13:00,14:52,03:44,01:09:44,"+19 54'47""",12.6,2.76,1.88,147.77,110.8,-42.91,20231117
753,3,123,123 Brunhild (A872 OB),11:19,13:10,15:01,03:41,01:19:53,"+19 32'09""",12.6,2.42,1.51,150.12,112.8,-43.00,20231117
754,4,135,135 Hertha (A874 DA),12:01,13:15,14:29,02:28,01:25:06,"+12 21'22""",11.4,2.19,1.28,150.10,111.0,-49.86,20231117
755,5,122,122 Gerda (A872 OA),12:47,13:27,14:07,01:20,01:37:24,"+08 42'55""",12.7,3.25,2.35,151.71,112.0,-52.67,20231117
756,6,127,127 Johanna (A872 VB),12:24,13:51,15:19,02:55,02:01:22,"+14 31'20""",12.6,2.73,1.78,159.18,119.9,-45.25,20231117
757,7,509,509 Iolanda (A903 HD),12:44,13:52,15:00,02:16,02:02:09,"+11 30'11""",12.6,2.79,1.85,158.40,118.7,-47.96,20231117
758,8,595,595 Polyxena (A906 FL),12:00,13:57,15:55,03:55,02:07:29,"+21 27'28""",12.8,3.23,2.28,161.26,123.9,-38.27,20231117
759,9,21,21 Lutetia (A852 VA),13:10,14:13,15:16,02:05,02:23:26,"+10 52'28""",10.4,2.26,1.30,162.84,123.1,-46.19,20231117
760,10,93,93 Minerva (A867 QA),12:20,14:28,16:36,04:15,02:38:06,"+24 42'26""",12.2,2.96,1.99,167.29,131.6,-32.38,20231117
761,11,119,119 Althaea (A872 GA),13:21,14:30,15:39,02:18,02:39:49,"+11 38'06""",11.5,2.40,1.42,166.67,127.0,-43.43,20231117
762,12,132,132 Aethra (A873 LA),12:12,14:42,17:13,05:01,02:52:20,"+36 27'03""",12.3,2.44,1.49,160.79,136.9,-20.58,20231117
763,13,139,139 Juewa (A874 TA),12:39,15:02,17:25,04:46,03:12:39,"+31 24'13""",12.2,2.91,1.94,166.99,140.5,-22.73,20231117
764,14,241,241 Germania (A884 RA),13:00,15:03,17:07,04:07,03:13:41,"+23 17'41""",11.7,2.88,1.89,174.58,139.0,-29.26,20231117
765,15,409,409 Aspasia (A895 XC),13:08,15:04,17:01,03:53,03:14:36,"+21 08'54""",11.3,2.76,1.78,176.33,138.5,-30.85,20231117
766,16,154,154 Bertha (A875 VD),12:52,15:08,17:24,04:31,03:18:38,"+27 55'48""",12.6,3.40,2.42,170.67,141.2,-24.85,20231117
767,17,90,90 Antiope (A866 TA),13:30,15:13,16:56,03:25,03:23:20,"+17 36'38""",12.7,3.13,2.15,178.61,139.1,-32.33,20231117
768,18,144,144 Vibilia (A875 LA),13:47,15:20,16:53,03:05,03:30:12,"+15 27'36""",10.3,2.14,1.15,176.57,139.7,-32.86,20231117
769,19,895,895 Helio (A918 NA),12:53,15:26,17:59,05:05,03:36:21,"+38 43'17""",12.4,2.78,1.83,159.94,145.6,-13.96,20231117
770,20,363,363 Padua (A893 FD),13:54,15:43,17:31,03:37,03:52:53,"+19 00'46""",12.5,2.63,1.64,173.76,146.1,-26.56,20231117
771,21,481,481 Emita (A902 CB),14:02,15:44,17:25,03:23,03:54:01,"+17 20'37""",11.6,2.31,1.32,173.31,145.7,-27.54,20231117
772,22,182,182 Elsa (A878 CC),14:04,15:45,17:26,03:21,03:55:17,"+17 11'12""",10.9,1.96,0.979,172.98,145.9,-27.43,20231117
773,23,24,24 Themis (A853 GA),13:53,15:49,17:45,03:51,03:59:01,"+20 57'39""",11.6,3.08,2.10,172.06,148.2,-24.16,20231117
774,24,70,70 Panopaea (A861 JA),13:49,15:57,18:06,04:17,04:07:34,"+25 03'25""",12.1,2.76,1.78,168.60,151.3,-19.88,20231117
775,25,503,503 Evelyn (A903 BL),14:07,15:57,17:48,03:41,04:07:52,"+19 31'04""",12.3,2.38,1.40,170.21,149.5,-23.67,20231117
776,26,65,65 Cybele (A861 EB),14:26,16:03,17:41,03:14,04:13:53,"+16 21'31""",12.4,3.82,2.85,168.46,149.5,-24.71,20231117
777,27,113,113 Amalthea (A871 EA),14:41,16:04,17:27,02:46,04:14:08,"+13 44'56""",11.9,2.53,1.56,167.53,148.2,-26.36,20231117
778,28,346,346 Hermentaria (A892 WC),14:48,16:15,17:42,02:54,04:25:12,"+14 24'42""",10.9,2.56,1.59,165.29,150.8,-23.87,20231117
779,29,306,306 Unitas (A891 EA),15:25,16:16,17:06,01:41,04:26:03,"+09 36'00""",12.1,2.44,1.47,162.92,148.1,-26.65,20231117
780,30,358,358 Apollonia (A893 EC),14:46,16:23,18:00,03:14,04:33:36,"+16 20'29""",12.5,2.44,1.47,163.84,153.5,-21.08,20231117
781,31,95,95 Arethusa (A867 WA),14:29,16:27,18:26,03:56,04:37:55,"+21 34'49""",11.7,2.64,1.68,163.03,156.8,-17.01,20231117
782,32,347,347 Pariana (A892 WD),14:55,16:27,17:58,03:03,04:37:12,"+15 16'16""",12.9,2.69,1.73,162.76,153.7,-21.06,20231117
783,33,758,758 Mancunia (A912 KB),14:53,16:31,18:08,03:14,04:41:03,"+16 23'57""",12.3,2.72,1.76,162.09,155.1,-19.63,20231117
784,34,480,480 Hansa (A901 KB),14:55,16:37,18:19,03:23,04:47:32,"+17 20'39""",11.8,2.53,1.58,160.71,156.9,-17.83,20231117
785,35,317,317 Roxane (A891 RD),15:03,16:55,18:47,03:43,05:05:19,"+19 49'25""",12.8,2.27,1.32,156.69,161.8,-12.96,20231117
786,36,160,160 Una (A876 DA),14:50,17:07,19:24,04:33,05:17:55,"+28 22'28""",12.9,2.55,1.63,152.82,167.3,-5.69,20231117
787,37,498,498 Tokio (A902 XA),15:37,17:16,18:54,03:16,05:26:10,"+16 35'46""",12.7,2.53,1.62,151.46,163.5,-10.65,20231117
788,38,210,210 Isabella (A879 VA),15:01,17:18,19:35,04:34,05:28:44,"+28 33'13""",12.9,2.41,1.50,150.46,169.7,-3.62,20231117
789,39,389,389 Industria (A894 EE),15:02,17:21,19:40,04:37,05:31:14,"+29 18'05""",12.1,2.68,1.78,149.76,170.2,-2.75,20231117
790,40,159,159 Aemilia (A876 BA),16:02,17:37,19:11,03:09,05:47:11,"+15 51'44""",12.8,2.84,1.96,146.36,165.7,-6.74,20231117
791,41,488,488 Kreusa (A902 MC),15:57,17:58,20:00,04:02,06:09:05,"+22 35'58""",12.7,3.01,2.16,141.90,173.9,1.10,20231117
792,42,704,704 Interamnia (A910 TC),15:32,17:58,20:23,04:50,06:08:14,"+32 43'50""",10.8,2.79,1.95,141.29,175.5,5.81,20231117
793,43,37,37 Fides (A855 TB),15:43,17:59,20:15,04:32,06:09:41,"+28 08'50""",10.5,2.18,1.32,141.62,178.6,3.89,20231117
794,44,776,776 Berbericia (A914 BE),16:07,18:12,20:16,04:09,06:22:24,"+23 39'36""",11.7,2.60,1.77,138.88,174.9,4.30,20231117
795,45,4,4 Vesta (A807 FA),16:28,18:18,20:08,03:39,06:28:52,"+19 16'24""",7.17,2.57,1.76,137.03,170.3,3.60,20231117
796,46,9,9 Metis (A848 HA),16:14,18:21,20:29,04:15,06:32:12,"+24 43'24""",9.37,2.09,1.26,136.68,174.7,6.77,20231117
797,47,48,48 Doris (A857 SA),17:07,18:32,19:58,02:51,06:43:18,"+14 12'41""",12.0,2.91,2.14,132.75,164.3,4.38,20231117
798,48,5,5 Astraea (A845 XA),17:04,18:39,20:14,03:09,06:49:25,"+15 54'36""",10.6,2.26,1.48,131.65,165.2,6.46,20231117
799,49,92,92 Undina (A867 NA),17:40,19:36,21:31*,02:59,07:46:36,"+20 45'36""",12.4,3.33,2.73,119.20,158.0,20.82,20231117
800,0,602,602 Marianna (A906 DJ),09:50,11:09,12:28,02:37,23:22:22,"+13 03'01""",12.7,2.31,1.64,120.33,71.89,-44.36,20231118
801,1,678,678 Fredegundis (A909 BQ),10:48,11:43,12:38,01:49,23:56:27,"+09 58'30""",12.5,2.02,1.26,127.56,77.17,-50.60,20231118
802,2,639,639 Latona (A907 OA),11:04,12:56,14:47,03:43,01:09:21,"+19 48'17""",12.7,2.76,1.88,146.73,97.31,-43.02,20231118
803,3,123,123 Brunhild (A872 OB),11:15,13:06,14:56,03:40,01:19:22,"+19 26'33""",12.6,2.42,1.52,149.05,99.26,-43.11,20231118
804,4,135,135 Hertha (A874 DA),11:57,13:11,14:25,02:27,01:24:38,"+12 18'21""",11.4,2.19,1.29,148.98,97.20,-49.94,20231118
805,5,122,122 Gerda (A872 OA),12:44,13:23,14:02,01:18,01:36:53,"+08 39'47""",12.7,3.25,2.35,150.56,98.24,-52.76,20231118
806,6,127,127 Johanna (A872 VB),12:19,13:47,15:14,02:55,02:00:34,"+14 29'45""",12.6,2.72,1.78,157.98,106.0,-45.35,20231118
807,7,509,509 Iolanda (A903 HD),12:41,13:48,14:55,02:13,02:01:35,"+11 21'43""",12.6,2.79,1.85,157.21,104.9,-48.15,20231118
808,8,595,595 Polyxena (A906 FL),11:55,13:53,15:50,03:55,02:06:39,"+21 26'37""",12.8,3.23,2.28,160.16,110.2,-38.35,20231118
809,9,21,21 Lutetia (A852 VA),13:06,14:09,15:11,02:05,02:22:35,"+10 50'21""",10.5,2.26,1.30,161.65,109.3,-46.32,20231118
810,10,93,93 Minerva (A867 QA),12:16,14:23,16:31,04:15,02:37:10,"+24 39'18""",12.2,2.96,1.99,166.38,117.9,-32.52,20231118
811,11,119,119 Althaea (A872 GA),13:17,14:25,15:33,02:16,02:39:01,"+11 32'08""",11.6,2.40,1.43,165.48,113.2,-43.62,20231118
812,12,132,132 Aethra (A873 LA),12:07,14:37,17:07,05:00,02:51:09,"+36 13'25""",12.3,2.44,1.48,160.73,123.9,-20.89,20231118
813,13,139,139 Juewa (A874 TA),12:34,14:57,17:20,04:45,03:11:34,"+31 22'29""",12.2,2.91,1.94,166.92,127.0,-22.88,20231118
814,14,241,241 Germania (A884 RA),12:55,14:59,17:02,04:06,03:12:49,"+23 12'45""",11.7,2.88,1.89,174.09,125.1,-29.44,20231118
815,15,409,409 Aspasia (A895 XC),13:03,14:59,16:56,03:52,03:13:40,"+21 01'21""",11.3,2.76,1.78,175.53,124.6,-31.08,20231118
816,16,154,154 Bertha (A875 VD),12:48,15:03,17:19,04:31,03:17:37,"+27 56'42""",12.6,3.40,2.42,170.59,127.5,-24.96,20231118
817,17,90,90 Antiope (A866 TA),13:26,15:08,16:51,03:25,03:22:29,"+17 34'04""",12.8,3.14,2.15,177.57,125.3,-32.49,20231118
818,18,144,144 Vibilia (A875 LA),13:42,15:15,16:48,03:05,03:29:12,"+15 27'15""",10.3,2.14,1.15,176.42,126.0,-33.03,20231118
819,19,895,895 Helio (A918 NA),12:48,15:21,17:54,05:05,03:35:22,"+38 33'01""",12.4,2.78,1.83,160.44,132.9,-14.21,20231118
820,20,363,363 Padua (A893 FD),13:49,15:38,17:26,03:37,03:51:54,"+19 00'06""",12.5,2.63,1.64,174.98,132.3,-26.73,20231118
821,21,481,481 Emita (A902 CB),13:57,15:39,17:21,03:23,03:53:00,"+17 22'50""",11.5,2.31,1.32,174.45,132.0,-27.69,20231118
822,22,182,182 Elsa (A878 CC),13:59,15:40,17:21,03:21,03:54:19,"+17 09'11""",10.9,1.96,0.978,174.08,132.2,-27.62,20231118
823,23,24,24 Themis (A853 GA),13:48,15:44,17:40,03:51,03:58:10,"+20 55'25""",11.5,3.08,2.09,173.27,134.3,-24.33,20231118
824,24,70,70 Panopaea (A861 JA),13:43,15:52,18:01,04:17,04:06:27,"+25 04'33""",12.0,2.76,1.78,169.74,137.4,-20.05,20231118
825,25,503,503 Evelyn (A903 BL),14:02,15:53,17:43,03:41,04:06:54,"+19 30'52""",12.3,2.38,1.40,171.44,135.8,-23.83,20231118
826,26,65,65 Cybele (A861 EB),14:22,15:59,17:36,03:13,04:13:09,"+16 19'19""",12.4,3.82,2.84,169.53,136.0,-24.87,20231118
827,27,113,113 Amalthea (A871 EA),14:36,15:59,17:22,02:45,04:13:07,"+13 42'32""",11.9,2.53,1.56,168.52,134.9,-26.58,20231118
828,28,346,346 Hermentaria (A892 WC),14:43,16:10,17:37,02:54,04:24:17,"+14 25'06""",10.9,2.56,1.59,166.37,137.7,-24.04,20231118
829,29,306,306 Unitas (A891 EA),15:20,16:11,17:01,01:40,04:25:03,"+09 33'10""",12.1,2.44,1.47,163.79,135.6,-26.88,20231118
830,30,358,358 Apollonia (A893 EC),14:42,16:18,17:55,03:13,04:32:48,"+16 17'30""",12.4,2.44,1.47,164.96,140.3,-21.26,20231118
831,31,347,347 Pariana (A892 WD),14:50,16:22,17:54,03:03,04:36:15,"+15 17'15""",12.9,2.69,1.72,163.90,140.7,-21.23,20231118
832,32,95,95 Arethusa (A867 WA),14:25,16:23,18:20,03:55,04:37:06,"+21 27'54""",11.7,2.64,1.67,164.23,143.1,-17.22,20231118
833,33,758,758 Mancunia (A912 KB),14:49,16:26,18:03,03:14,04:40:17,"+16 23'21""",12.3,2.72,1.76,163.22,142.0,-19.79,20231118
834,34,480,480 Hansa (A901 KB),14:51,16:32,18:13,03:21,04:46:39,"+17 09'35""",11.8,2.53,1.58,161.86,143.7,-18.11,20231118
835,35,317,317 Roxane (A891 RD),14:58,16:50,18:42,03:43,05:04:23,"+19 47'41""",12.8,2.27,1.32,157.91,148.6,-13.16,20231118
836,36,160,160 Una (A876 DA),14:46,17:03,19:20,04:33,05:17:08,"+28 23'32""",12.9,2.55,1.62,153.96,153.5,-5.82,20231118
837,37,498,498 Tokio (A902 XA),15:32,17:11,18:49,03:16,05:25:20,"+16 37'14""",12.6,2.54,1.62,152.63,151.8,-10.81,20231118
838,38,210,210 Isabella (A879 VA),14:56,17:13,19:31,04:34,05:28:01,"+28 35'49""",12.9,2.41,1.49,151.60,155.9,-3.73,20231118
839,39,389,389 Industria (A894 EE),14:57,17:16,19:35,04:37,05:30:29,"+29 16'27""",12.1,2.68,1.77,150.91,156.4,-2.90,20231118
840,40,159,159 Aemilia (A876 BA),15:57,17:32,19:07,03:09,05:46:40,"+15 50'56""",12.7,2.84,1.95,147.46,155.8,-6.85,20231118
841,41,704,704 Interamnia (A910 TC),15:28,17:53,20:18,04:50,06:07:37,"+32 40'56""",10.8,2.79,1.94,142.40,164.1,5.67,20231118
842,42,488,488 Kreusa (A902 MC),15:52,17:54,19:56,04:03,06:08:38,"+22 39'03""",12.7,3.00,2.15,143.02,163.6,1.03,20231118
843,43,37,37 Fides (A855 TB),15:38,17:55,20:11,04:32,06:09:19,"+28 11'03""",10.5,2.18,1.31,142.69,164.9,3.84,20231118
844,44,776,776 Berbericia (A914 BE),16:02,18:07,20:12,04:10,06:21:57,"+23 46'46""",11.7,2.60,1.76,139.99,166.9,4.26,20231118
845,45,4,4 Vesta (A807 FA),16:24,18:14,20:04,03:39,06:28:26,"+19 17'48""",7.15,2.57,1.75,138.14,165.9,3.52,20231118
846,46,9,9 Metis (A848 HA),16:09,18:17,20:25,04:15,06:32:00,"+24 47'25""",9.34,2.09,1.25,137.73,169.4,6.76,20231118
847,47,48,48 Doris (A857 SA),17:03,18:28,19:54,02:51,06:43:02,"+14 10'17""",11.9,2.91,2.13,133.79,164.3,4.30,20231118
848,48,5,5 Astraea (A845 XA),17:00,18:35,20:09,03:09,06:49:25,"+15 53'18""",10.6,2.26,1.47,132.65,166.5,6.45,20231118
849,49,92,92 Undina (A867 NA),17:36,19:32,21:27*,03:04,07:46:36,"+20 47'32""",12.4,3.33,2.72,120.22,170.5,20.83,20231118
850,0,602,602 Marianna (A906 DJ),09:46*,11:05,12:24,02:35,23:22:45,"+13 04'10""",12.7,2.31,1.65,119.46,58.99,-44.38,20231119
851,1,678,678 Fredegundis (A909 BQ),10:45,11:39,12:34,01:48,23:56:51,"+09 55'49""",12.5,2.02,1.27,126.66,63.72,-50.67,20231119
852,2,639,639 Latona (A907 OA),11:00,12:51,14:43,03:42,01:08:59,"+19 41'51""",12.7,2.76,1.89,145.69,83.65,-43.14,20231119
853,3,123,123 Brunhild (A872 OB),11:11,13:01,14:51,03:40,01:18:52,"+19 21'01""",12.6,2.42,1.52,147.98,85.51,-43.22,20231119
854,4,135,135 Hertha (A874 DA),11:53,13:06,14:20,02:27,01:24:12,"+12 15'29""",11.5,2.20,1.29,147.86,83.29,-50.00,20231119
855,5,122,122 Gerda (A872 OA),12:40,13:19,13:57,01:17,01:36:22,"+08 36'44""",12.8,3.25,2.36,149.41,84.29,-52.84,20231119
856,6,127,127 Johanna (A872 VB),12:15,13:42,15:09,02:54,01:59:47,"+14 28'13""",12.6,2.72,1.79,156.79,92.02,-45.44,20231119
857,7,509,509 Iolanda (A903 HD),12:37,13:43,14:49,02:11,02:01:03,"+11 13'22""",12.6,2.79,1.86,156.03,90.90,-48.33,20231119
858,8,595,595 Polyxena (A906 FL),11:50,13:48,15:45,03:55,02:05:50,"+21 25'45""",12.8,3.23,2.29,159.05,96.28,-38.43,20231119
859,9,21,21 Lutetia (A852 VA),13:01,14:04,15:06,02:04,02:21:46,"+10 48'21""",10.5,2.26,1.31,160.46,95.33,-46.45,20231119
860,10,93,93 Minerva (A867 QA),12:11,14:18,16:26,04:14,02:36:15,"+24 36'07""",12.2,2.96,2.00,165.42,104.0,-32.67,20231119
861,11,119,119 Althaea (A872 GA),13:13,14:20,15:28,02:15,02:38:13,"+11 26'17""",11.6,2.40,1.43,164.29,99.27,-43.81,20231119
862,12,132,132 Aethra (A873 LA),12:02,14:32,17:02,05:00,02:49:58,"+35 59'29""",12.3,2.44,1.48,160.58,110.5,-21.21,20231119
863,13,139,139 Juewa (A874 TA),12:29,14:52,17:15,04:45,03:10:30,"+31 20'36""",12.2,2.91,1.94,166.73,113.3,-23.03,20231119
864,14,241,241 Germania (A884 RA),12:51,14:54,16:57,04:06,03:11:58,"+23 07'46""",11.8,2.88,1.89,173.42,111.1,-29.62,20231119
865,15,409,409 Aspasia (A895 XC),12:59,14:55,16:50,03:51,03:12:43,"+20 53'46""",11.3,2.76,1.78,174.56,110.5,-31.32,20231119
866,16,154,154 Bertha (A875 VD),12:43,14:59,17:14,04:31,03:16:37,"+27 57'30""",12.6,3.40,2.42,170.36,113.6,-25.08,20231119
867,17,90,90 Antiope (A866 TA),13:21,15:04,16:46,03:24,03:21:38,"+17 31'31""",12.8,3.14,2.15,176.42,111.3,-32.66,20231119
868,18,144,144 Vibilia (A875 LA),13:37,15:10,16:43,03:05,03:28:13,"+15 26'57""",10.3,2.14,1.15,175.88,112.0,-33.19,20231119
869,19,895,895 Helio (A918 NA),12:44,15:16,17:49,05:05,03:34:24,"+38 22'30""",12.4,2.78,1.83,160.89,119.7,-14.47,20231119
870,20,363,363 Padua (A893 FD),13:44,15:33,17:21,03:37,03:50:55,"+18 59'24""",12.5,2.63,1.64,176.19,118.3,-26.90,20231119
871,21,481,481 Emita (A902 CB),13:52,15:34,17:16,03:23,03:51:58,"+17 25'03""",11.5,2.31,1.32,175.53,118.0,-27.84,20231119
872,22,182,182 Elsa (A878 CC),13:54,15:35,17:16,03:21,03:53:21,"+17 07'10""",10.9,1.96,0.977,175.11,118.3,-27.81,20231119
873,23,24,24 Themis (A853 GA),13:43,15:39,17:35,03:51,03:57:18,"+20 53'09""",11.5,3.08,2.09,174.48,120.4,-24.50,20231119
874,24,70,70 Panopaea (A861 JA),13:38,15:47,17:56,04:17,04:05:20,"+25 05'36""",12.0,2.76,1.78,170.84,123.3,-20.21,20231119
